config_id,LoadCase,Moment,C10Nucleus,C01Nucleus,C10Annulus,K1Annulus,K2Annulus,Kappa,K1Circ,K2Circ,K1Rad,K2Rad,FiberAngle,FiberAngleCirc,FiberAngleRad,y_ROM,y_IDP
35,0.3333333333333333,0.25,0.6083984375000001,0.0791015625,0.6591796875,0.3974609375,0.3486328125,0.0419921875,0.4326171875,0.13769531250000008,0.43847656250000006,0.24511718750000008,0.7685546875,0.24316406250000003,0.9970703124999999,0.030826953260736346,0.5517143540111235
36,0.3333333333333333,0.25,0.8466796875,0.7529296875,0.8681640624999999,0.4970703125,0.6318359375,0.7783203124999999,0.08691406250000006,0.9228515625,0.7431640625,0.2275390625000001,0.6201171875,0.0771484375,0.3076171875,0.10006033195965423,0.5232815216759661
37,0.3333333333333333,0.25,0.6904296875,0.0244140625,0.8720703124999999,0.8154296875,0.9287109375,0.1416015625,0.010742187500000083,0.5107421875,0.08496093750000003,0.5341796875,0.6611328125,0.7802734375,0.6630859375,0.03291978681306219,0.5555589349197775
38,0.3333333333333333,0.25,0.6845703125000001,0.8876953125000001,0.8466796875,0.4130859375,0.6787109375,0.9189453124999999,0.3486328125,0.8759765625,0.46386718750000006,0.04199218750000011,0.7587890625,0.8427734375,0.5966796875,0.1657807910904873,0.5145830523239023
40,0.3333333333333333,0.25,0.9931640625,0.6982421875,0.5712890624999999,0.8251953125,0.7314453125,0.7099609375,0.5517578125,0.7490234375,0.1591796875000001,0.9189453125,0.3251953125,0.5556640625,0.5185546875,0.07212153925763615,0.527865699640512
41,0.3333333333333333,0.25,0.3134765625,0.5087890625,0.8603515624999999,0.9755859375,0.2724609375,0.5712890625,0.15332031250000003,0.11816406250000008,0.7900390625,0.5302734375,0.7470703125,0.9248046875000001,0.24121093749999997,0.06430829711985962,0.5555802859704945
42,0.3333333333333333,0.25,0.05761718750000003,0.24511718750000006,0.8564453124999999,0.1279296875,0.9306640625,0.5419921875,0.8916015625000001,0.2509765625,0.9580078125000004,0.1298828125000001,0.1455078125,0.5673828125000001,0.1884765625,0.12945639594747307,0.5199626661291147
43,0.3333333333333333,0.25,0.29199218750000006,0.2763671875,0.35253906249999994,0.2666015625,0.7119140625,0.05761718749999999,0.8740234375,0.0634765625,0.7412109375,0.7177734375,0.0126953125,0.2197265625,0.9931640625,0.1811222791910358,0.5321423536336167
45,0.3333333333333333,0.25,0.5400390625,0.5126953125,0.34277343749999994,0.2431640625,0.1201171875,0.4775390625,0.45410156250000006,0.8056640625,0.9228515625,0.17285156250000003,0.9677734375,0.2822265625,0.8310546874999999,0.10925877368071348,0.5529613364859275
46,0.3333333333333333,0.25,0.45019531250000006,0.5615234375,0.9169921874999999,0.8974609375,0.1162109375,0.4111328125,0.20214843750000003,0.06933593750000008,0.7744140625000001,0.48925781250000006,0.4912109375,0.12597656250000003,0.9013671874999999,0.024238522521971194,0.5430843692642938
47,0.3333333333333333,0.25,0.24121093750000006,0.8447265625,0.6572265624999999,0.4443359375,0.7861328125,0.0166015625,0.8564453125,0.8525390625000001,0.14550781250000006,0.41503906250000006,0.0498046875,0.6630859375,0.8525390624999999,0.07966926652438654,0.530877692378342
48,0.3333333333333333,0.25,0.5283203125,0.45019531250000006,0.7509765625,0.1845703125,0.2060546875,0.5439453125,0.6982421875,0.2802734375,0.7783203125,0.5517578125,0.2958984375,0.6357421875000001,0.9326171875,0.08249524541735077,0.5312122843204341
50,0.3333333333333333,0.25,0.2197265625,0.0771484375,0.7021484375,0.5771484375,0.3388671875,0.1220703125,0.5244140625,0.8916015625000001,0.5927734375,0.6982421875,0.7880859375,0.0341796875,0.7548828124999999,0.021017589265815,0.5476454500006458
51,0.3333333333333333,0.25,0.3779296875,0.9267578125,0.008789062499999977,0.8447265625,0.6044921875,0.4951171875,0.4130859375,0.3154296875000001,0.9365234375,0.9306640625000001,0.4814453125,0.9365234375,0.4658203125,0.039037768920733455,0.556788217749664
52,0.3333333333333333,0.25,0.5654296875,0.7978515625,0.04394531249999999,0.7197265625,0.1787109375,0.0302734375,0.1884765625000001,0.2900390625,0.4462890625,0.2705078125,0.4599609375,0.6123046875,0.46777343749999994,0.01859394431066381,0.5558093398816085
53,0.3333333333333333,0.25,0.15527343750000003,0.6494140625,0.8544921875,0.3369140625,0.4365234375,0.7724609374999999,0.1904296875,0.2998046875,0.2978515625,0.7001953125,0.3330078125,0.1376953125,0.8505859374999999,0.1368997409960377,0.5160482660901756
56,0.3333333333333333,0.25,0.25292968750000006,0.5947265625,0.15917968749999997,0.6767578125,0.2021484375,0.8212890624999999,0.6455078125,0.14550781250000006,0.49707031250000006,0.6337890625,0.7978515625,0.0244140625,0.5634765625,0.1207017861437373,0.5342074686708851
57,0.3333333333333333,0.25,0.7880859375,0.7626953125000001,0.9462890625,0.9482421875,0.5478515625,0.0654296875,0.08105468750000011,0.05566406250000003,0.0146484375,0.8701171875,0.3291015625,0.3623046875,0.9423828125,0.018579099289216538,0.5368890484073339
58,0.3333333333333333,0.25,0.9541015625000001,0.21386718750000003,0.5888671875,0.9423828125,0.5302734375,0.9384765624999999,0.40917968750000006,0.8896484375,0.7021484375,0.5146484375,0.1103515625,0.2646484375,0.21191406249999997,0.1774637094551919,0.5104475007336973
61,0.3333333333333333,0.25,0.5634765625000001,0.5322265625,0.3134765625,0.2724609375,0.1806640625,0.5224609375,0.7001953125,0.7392578125,0.0927734375,0.13769531250000008,0.3486328125,0.2216796875,0.2080078125,0.10439022465218846,0.5260523430325669
62,0.3333333333333333,0.25,0.9833984375,0.9208984375000001,0.7236328125,0.6181640625,0.9462890625,0.1513671875,0.48730468750000006,0.4462890625,0.08105468750000011,0.8134765625000001,0.9404296875,0.5283203125000001,0.6435546875,0.052453311660838074,0.5726110033332055
64,0.3333333333333333,0.25,0.1474609375,0.9052734375000001,0.7119140625,0.4033203125,0.6689453125,0.2001953125,0.49707031250000006,0.8505859375,0.4423828125,0.09667968750000006,0.0771484375,0.8720703125,0.8427734374999999,0.06857377493585154,0.5336661529453495
68,0.3333333333333333,0.25,0.23730468749999997,0.6123046875000001,0.06347656249999999,0.9521484375,0.1455078125,0.3193359375,0.9208984375000001,0.2763671875000001,0.5732421875,0.05957031250000008,0.7705078125,0.8916015625,0.0087890625,0.05415597079576539,0.5689435
69,0.3333333333333333,0.25,0.8349609375000001,0.6611328125000001,0.8525390624999999,0.9697265625,0.6357421875,0.5888671875,0.1708984375,0.6962890625000001,0.20410156250000006,0.6083984375,0.5654296875,0.3896484375,0.1982421875,0.040635944257057306,0.5371025881113681
71,0.3333333333333333,0.25,0.8017578125,0.08691406250000001,0.4267578125,0.6396484375,0.1240234375,0.5048828125,0.7373046875,0.38183593750000006,0.34277343750000006,0.3154296875000001,0.9189453125,0.9482421875000001,0.0712890625,0.09950459633091231,0.583729323776177
73,0.3333333333333333,0.25,0.0478515625,0.2685546875,0.8505859375,0.6787109375,0.2685546875,0.6103515625,0.1513671875,0.21582031250000008,0.7607421875,0.16503906250000006,0.2001953125,0.8896484375000001,0.24316406249999997,0.07230163056547538,0.529208221651921
74,0.3333333333333333,0.25,0.5869140625000001,0.5029296875,0.1298828125,0.4619140625,0.5283203125,0.8427734375,0.1806640625,0.09082031250000011,0.0244140625,0.07128906250000011,0.9111328125,0.6083984375,0.5732421875,0.22135162056318808,0.5341337522268645
75,0.3333333333333333,0.25,0.7802734375,0.9306640625,0.6337890625,0.9580078125,0.9501953125,0.3271484375,0.08886718750000008,0.46777343750000006,0.8642578125,0.8076171875,0.6435546875,0.8212890625000001,0.16503906249999997,0.029829935880069422,0.5624895926394515
77,0.3333333333333333,0.25,0.008789062500000024,0.09277343750000001,0.9072265625,0.7451171875,0.8369140625,0.38964843749999994,0.012695312500000111,0.7451171875000001,0.6220703125,0.40527343750000006,0.0830078125,0.4072265625,0.0205078125,0.10412390482425692,0.5235776223544375
79,0.3333333333333333,0.25,0.7431640625,0.8017578125,0.3232421875,0.6279296875,0.5048828125,0.47167968749999994,0.9638671875,0.3076171875,0.7880859375,0.29199218750000006,0.4423828125,0.7294921875,0.5888671874999999,0.03028333979537554,0.5500256617622485
80,0.3333333333333333,0.25,0.5791015625000001,0.5986328125,0.3251953125,0.5205078125,0.6982421875,0.2841796875,0.12402343750000003,0.7900390625,0.3056640625000001,0.8212890625,0.0400390625,0.9736328125000001,0.6142578125,0.12034278104687038,0.5283363913554467
81,0.3333333333333333,0.25,0.6064453125,0.0966796875,0.4189453125,0.5478515625,0.6279296875,0.8173828124999999,0.9111328125000001,0.9990234375000004,0.13769531250000008,0.6884765625,0.6044921875,0.7490234375,0.2841796875,0.11968396046706808,0.5308585661341573
82,0.3333333333333333,0.25,0.9794921875,0.9541015625000001,0.24511718749999994,0.4638671875,0.0439453125,0.7880859375,0.9736328125,0.0146484375,0.12011718750000011,0.1396484375000001,0.3857421875,0.2626953125,0.08496093749999999,0.14134415594121846,0.5199220806821633
83,0.3333333333333333,0.25,0.45214843750000006,0.9892578125,0.39746093749999994,0.4716796875,0.3662109375,0.6689453125,0.10058593750000011,0.9208984375000001,0.5595703125,0.9404296875000001,0.7080078125,0.1728515625,0.6513671875,0.08990864297823732,0.5381809510393849
84,0.3333333333333333,0.25,0.44238281250000006,0.0732421875,0.7666015624999999,0.1748046875,0.5908203125,0.7060546875,0.2998046875,0.6220703125,0.26464843750000006,0.3076171875,0.8076171875,0.6455078125000001,0.2294921875,0.14223462189318578,0.5266844224533774
85,0.3333333333333333,0.25,0.10644531250000003,0.3232421875,0.49902343750000006,0.7587890625,0.1005859375,0.0888671875,0.7705078125,0.15332031250000003,0.9599609375000004,0.09082031250000011,0.9951171875,0.5986328125,0.3759765625,0.0643833777160304,0.581683891034852
87,0.3333333333333333,0.25,0.2626953125,0.6884765625000001,0.5908203125,0.6865234375,0.9482421875,0.23730468749999997,0.8857421875,0.39550781250000006,0.35058593750000006,0.8291015625,0.4853515625,0.49902343750000006,0.2509765625,0.017591986292056307,0.5460425858869249
89,0.3333333333333333,0.25,0.43652343750000006,0.2216796875,0.3212890625,0.7314453125,0.1865234375,0.1826171875,0.34277343750000006,0.3662109375,0.7373046875,0.06738281250000006,0.4716796875,0.9091796875000001,0.9384765624999999,0.02666016470341777,0.5539106011927875
90,0.3333333333333333,0.25,0.9697265625000001,0.032226562499999986,0.48144531249999994,0.4404296875,0.1552734375,0.9736328124999999,0.8837890625,0.7705078125,0.42871093750000006,0.7978515625,0.8896484375,0.8232421875,0.29199218749999994,0.20644566791131652,0.5138193086483333
91,0.3333333333333333,0.25,0.8271484375000001,0.3583984375,0.022460937499999997,0.0244140625,0.4248046875,0.1787109375,0.09667968750000006,0.6884765625,0.12792968750000008,0.0244140625,0.2998046875,0.9228515625,0.6103515625,0.14802709580267923,0.5309185583735072
92,0.3333333333333333,0.25,0.44042968750000006,0.13183593750000003,0.06738281249999999,0.9443359375,0.1767578125,0.7119140625,0.1787109375000001,0.7939453125000001,0.5361328125,0.8037109375000001,0.2919921875,0.45019531250000006,0.6416015625,0.09302567638506654,0.5342816133139996
93,0.3333333333333333,0.25,0.9912109375,0.8720703125000001,0.8740234375,0.2158203125,0.2978515625,0.6552734375,0.030273437500000083,0.2685546875,0.28417968750000006,0.17480468750000006,0.3974609375,0.47949218750000006,0.8564453125,0.11328623529232384,0.520900970642642
94,0.3333333333333333,0.25,0.5068359375,0.20019531250000003,0.7392578125,0.0791015625,0.1123046875,0.7509765625,0.1591796875000001,0.17480468750000006,0.6298828125,0.8857421875,0.5791015625,0.9560546875,0.9873046874999999,0.18700788190976422,0.5172578127198826
95,0.3333333333333333,0.25,0.5830078125000001,0.6318359375000001,0.49316406249999994,0.4990234375,0.5615234375,0.11035156249999999,0.21582031250000008,0.5029296875,0.35253906250000006,0.37207031250000006,0.2607421875,0.3310546875,0.006835937499999999,0.05401011432528692,0.5281066534714568
97,0.3333333333333333,0.25,0.5322265625,0.0029296875000000147,0.6240234374999999,0.6611328125,0.2158203125,0.9755859375,0.19628906250000008,0.4072265625,0.8857421875,0.22363281250000006,0.1943359375,0.0712890625,0.0380859375,0.19833836042590575,0.5082684959415117
98,0.3333333333333333,0.25,0.5595703125000001,0.5400390625,0.5947265625,0.9736328125,0.8896484375,0.8916015625,0.9951171875,0.7607421875,0.04003906250000008,0.8759765625,0.3232421875,0.1416015625,0.6904296875,0.13460180017467654,0.5147022736357153
99,0.3333333333333333,0.25,0.43847656250000006,0.1748046875,0.7919921875,0.3427734375,0.6884765625,0.3310546875,0.2763671875000001,0.9638671875,0.8291015625,0.6748046875,0.8955078125,0.8271484375,0.6962890624999999,0.07994036062575077,0.559508128580405
102,0.3333333333333333,0.25,0.20996093750000003,0.1259765625,0.9501953124999999,0.6083984375,0.3056640625,0.5576171875,0.34082031250000006,0.7861328125,0.5849609375,0.23535156250000008,0.2470703125,0.5146484375,0.22167968749999997,0.06510516064484807,0.5286997348397462
103,0.3333333333333333,0.25,0.5556640625,0.30566406250000006,0.8369140625,0.1474609375,0.4443359375,0.3349609375,0.8115234375,0.8232421875000001,0.03222656250000011,0.31152343750000006,0.0322265625,0.44042968750000006,0.2744140625,0.15322837218913962,0.5160206315112459
104,0.3333333333333333,0.25,0.29589843750000006,0.4599609375,0.09472656249999999,0.4345703125,0.3583984375,0.3505859375,0.40136718750000006,0.03222656250000011,0.3544921875000001,0.8369140625,0.9423828125,0.6416015625,0.8271484375,0.10293395020010537,0.574900596231057
105,0.3333333333333333,0.25,0.4345703125,0.3642578125,0.3857421875,0.7490234375,0.3115234375,0.3955078125,0.38183593750000006,0.3447265625000001,0.5478515625,0.7197265625,0.9892578125,0.9873046875000001,0.9560546875,0.06493601947038616,0.5679063757208155
106,0.3333333333333333,0.25,0.9091796875000001,0.25488281250000006,0.9150390625,0.7568359375,0.7197265625,0.9267578125,0.12597656250000006,0.9775390625000004,0.41894531250000006,0.5361328125,0.1669921875,0.4541015625,0.09472656249999999,0.15828593194516463,0.5090629871935226
108,0.3333333333333333,0.25,0.6728515625000001,0.6669921875,0.40332031249999994,0.2060546875,0.7626953125,0.5478515625,0.6728515625,0.40136718750000006,0.9677734375000004,0.45800781250000006,0.0263671875,0.6220703125,0.25292968749999994,0.19486041983783925,0.520310178879372
111,0.3333333333333333,0.25,0.5146484375,0.5771484375,0.8408203125,0.4189453125,0.5205078125,0.8134765624999999,0.047851562500000056,0.6376953125000001,0.17675781250000008,0.7763671875,0.7314453125,0.5126953125,0.9736328125,0.14035831281082306,0.5212288257676216
112,0.3333333333333333,0.25,0.8642578125000001,0.8271484375000001,0.3310546875,0.5419921875,0.5732421875,0.2900390625,0.18457031250000006,0.2177734375000001,0.3193359375,0.25488281250000006,0.6806640625,0.1474609375,0.7646484374999999,0.0335312318078485,0.5466480316125597
113,0.3333333333333333,0.25,0.9521484375,0.8583984375,0.3740234375,0.0869140625,0.1025390625,0.8740234375,0.43847656250000006,0.6494140625,0.15722656250000008,0.7451171875000001,0.3837890625,0.18457031250000003,0.9755859375,0.2704545433891323,0.5118471455125841
114,0.3333333333333333,0.25,0.5986328125,0.11425781250000001,0.7490234375,0.4365234375,0.7490234375,0.1083984375,0.5458984375,0.03613281250000003,0.06738281250000006,0.7607421875,0.9931640625,0.49121093750000006,0.7763671875,0.062399584622113466,0.5687598551408715
115,0.3333333333333333,0.25,0.6611328125000001,0.13769531250000003,0.5205078125,0.0498046875,0.3349609375,0.4931640625,0.002929687500000111,0.9423828125,0.7119140625,0.7275390625,0.0107421875,0.33496093750000006,0.1552734375,0.2655321016374777,0.5130907609217265
116,0.3333333333333333,0.25,0.34667968750000006,0.5595703125000001,0.7763671875,0.4853515625,0.2490234375,0.9814453124999999,0.4365234375,0.30175781250000006,0.36035156250000006,0.40136718750000006,0.5341796875,0.8974609375,0.8291015625,0.18766741794499925,0.5088470054055815
117,0.3333333333333333,0.25,0.026367187499999997,0.6435546875,0.8017578125,0.0263671875,0.5166015625,0.8408203125,0.9677734375000004,0.7724609375,0.6591796875,0.9248046875,0.6162109375,0.8857421875000001,0.5283203125,0.2063382343902904,0.5106949338984396
118,0.3333333333333333,0.25,0.022460937500000003,0.7001953125,0.20605468749999997,0.2138671875,0.6123046875,0.9287109374999999,0.47753906250000006,0.9873046875000004,0.7490234375,0.3193359375,0.8740234375,0.43261718750000006,0.5654296875,0.27474746908574693,0.5187076857746225
119,0.3333333333333333,0.25,0.6435546875,0.43847656250000006,0.8193359374999999,0.8193359375,0.8623046875,0.23144531249999997,0.6494140625,0.9892578125000004,0.6904296875,0.3173828125,0.8271484375,0.5341796875,0.30175781249999994,0.031158446550842114,0.564960708293776
121,0.3333333333333333,0.25,0.16503906250000003,0.39746093750000006,0.6318359374999999,0.7685546875,0.3740234375,0.6630859375,0.45800781250000006,0.6669921875000001,0.3466796875,0.27441406250000006,0.8779296875,0.4111328125,0.5537109375,0.08009529323847346,0.5469921410704132
122,0.3333333333333333,0.25,0.8974609375,0.6259765625,0.5439453125,0.5869140625,0.1962890625,0.37792968749999994,0.2978515625,0.9541015625,0.020507812500000083,0.33105468750000006,0.1376953125,0.7646484375,0.17480468749999997,0.08065280357918768,0.5240338672369741
123,0.3333333333333333,0.25,0.06542968750000001,0.1240234375,0.1806640625,0.1611328125,0.4560546875,0.1611328125,0.6787109375,0.40917968750000006,0.2685546875,0.4619140625,0.5732421875,0.9208984375,0.0302734375,0.058973866628982304,0.554486446599506
124,0.3333333333333333,0.25,0.3740234375,0.29003906250000006,0.01855468749999999,0.8740234375,0.2138671875,0.3388671875,0.1318359375,0.10839843750000008,0.6123046875,0.7431640625,0.2646484375,0.5087890625000001,0.31152343749999994,0.05215686660471731,0.5374285393996946
125,0.3333333333333333,0.25,0.6474609375,0.7646484375,0.9482421875,0.6669921875,0.6767578125,0.8544921875,0.06738281250000006,0.4365234375,0.9384765625,0.028320312500000056,0.3740234375,0.8779296875,0.06933593749999999,0.11410758945621653,0.5180890358634795
126,0.3333333333333333,0.25,0.06152343750000002,0.8232421875000001,0.7939453125,0.5947265625,0.5791015625,0.0830078125,0.7470703125,0.5771484375,0.8173828125,0.9169921875,0.6064453125,0.3388671875,0.03222656249999999,0.013395001393797346,0.5496361599342224
127,0.3333333333333333,0.25,0.40136718750000006,0.3701171875,0.39160156249999994,0.8388671875,0.5146484375,0.0849609375,0.8798828125,0.37207031250000006,0.9482421875,0.8193359375,0.5478515625,0.9638671875000001,0.6181640624999999,0.022872350328599387,0.55906152856745
128,0.3333333333333333,0.25,0.5185546875,0.5927734375,0.3291015625,0.7958984375,0.2314453125,0.0126953125,0.9521484375,0.9951171875,0.20214843750000003,0.9423828125,0.1162109375,0.8037109375,0.5224609375,0.05153434554380654,0.5338963884960205
129,0.3333333333333333,0.25,0.3662109375,0.030273437499999993,0.18652343750000003,0.4599609375,0.2099609375,0.3115234375,0.6767578125000001,0.8388671875,0.9541015625,0.0341796875,0.5361328125,0.0986328125,0.8955078125,0.02831960018445227,0.5481037937028023
130,0.3333333333333333,0.25,0.10839843750000003,0.014648437500000016,0.2294921875,0.6943359375,0.8544921875,0.3974609375,0.22363281250000006,0.6630859375,0.9013671875000001,0.1884765625000001,0.5693359375,0.8115234375000001,0.40332031249999994,0.041038271162491154,0.557879334382157
131,0.3333333333333333,0.25,0.5087890625,0.23925781249999997,0.8916015625,0.0205078125,0.4716796875,0.6884765625,0.0341796875,0.7275390625,0.37207031250000006,0.8603515625,0.7255859375,0.6826171875,0.6572265624999999,0.1819629180053673,0.5128461611408117
132,0.3333333333333333,0.25,0.6181640625,0.8740234375,0.5654296875,0.3505859375,0.0478515625,0.8818359375,0.8955078125,0.8349609375,0.32324218750000006,0.6513671875,0.2587890625,0.6376953125,0.6845703124999999,0.1743524424469992,0.5133891475399618
133,0.3333333333333333,0.25,0.8837890625000001,0.9248046875000001,0.6123046874999999,0.1650390625,0.6083984375,0.7470703124999999,0.2587890625,0.6708984375,0.0830078125,0.12402343750000003,0.2216796875,0.23339843750000003,0.2177734375,0.19191894128107767,0.5118946083401402
134,0.3333333333333333,0.25,0.6923828125,0.3193359375,0.20214843749999997,0.2861328125,0.6962890625,0.7373046875,0.8779296875,0.33300781250000006,0.7626953125,0.30175781250000006,0.7197265625,0.14550781250000003,0.20410156249999997,0.11311349076511999,0.5353135010780761
135,0.3333333333333333,0.25,0.7822265625000001,0.7548828125000001,0.6552734375,0.2763671875,0.9228515625,0.37011718749999994,0.5537109375,0.2275390625000001,0.010742187500000083,0.4716796875,0.8525390625,0.0009765625,0.7509765625,0.05288779581469692,0.5413102307427053
138,0.3333333333333333,0.25,0.6220703125,0.24316406250000006,0.8115234374999999,0.5576171875,0.8388671875,0.8349609374999999,0.8994140625,0.7294921875,0.47363281250000006,0.2177734375000001,0.5400390625,0.5478515625000001,0.0830078125,0.10247953959542462,0.5230600697084172
140,0.3333333333333333,0.25,0.8505859375,0.1533203125,0.0751953125,0.9677734375,0.3212890625,0.6416015625,0.7275390625,0.9833984375,0.16699218750000008,0.2783203125,0.2275390625,0.5380859375000001,0.1611328125,0.08475935272594809,0.5275100825953203
142,0.3333333333333333,0.25,0.9580078125000001,0.2744140625,0.6298828125,0.6689453125,0.8798828125,0.2099609375,0.7412109375,0.0341796875,0.7099609375,0.9990234375000004,0.5322265625,0.3232421875,0.7958984375,0.016529131818763153,0.5483282706385907
143,0.3333333333333333,0.25,0.8720703125000001,0.7197265625,0.2861328125,0.7666015625,0.0185546875,0.19628906249999997,0.9599609375000004,0.5576171875,0.3935546875,0.9873046875000004,0.5517578125,0.15527343750000003,0.0556640625,0.016132499949742383,0.5423964880045261
144,0.3333333333333333,0.25,0.25097656250000006,0.2255859375,0.3701171875,0.6962890625,0.6162109375,0.24707031249999997,0.8408203125,0.2880859375,0.46777343750000006,0.8916015625000001,0.5751953125,0.08496093750000001,0.2197265625,0.01893969729712123,0.543250953481884
145,0.3333333333333333,0.25,0.19824218750000003,0.13574218750000003,0.21191406249999997,0.4775390625,0.1142578125,0.6123046875,0.6416015625,0.18652343750000008,0.5458984375,0.9775390625000004,0.9658203125,0.46972656250000006,0.1064453125,0.10283612907713577,0.5612238057133905
146,0.3333333333333333,0.25,0.29785156250000006,0.7470703125,0.9248046874999999,0.7158203125,0.7685546875,0.9990234374999999,0.3564453125,0.7041015625,0.7275390625,0.7939453125000001,0.2626953125,0.6845703125000001,0.4501953125,0.1663075982373569,0.506390541802611
147,0.3333333333333333,0.25,0.7568359375,0.06152343750000002,0.5146484374999999,0.0751953125,0.1298828125,0.2275390625,0.9482421875,0.6591796875,0.07910156250000008,0.0732421875,0.0673828125,0.9111328125,0.7861328125,0.1496046279376473,0.5202990386845306
148,0.3333333333333333,0.25,0.5693359375,0.7705078125000001,0.8212890625,0.8173828125,0.5771484375,0.9091796875,0.8017578125,0.17285156250000003,0.1904296875,0.3564453125,0.2451171875,0.1201171875,0.2900390625,0.14797404022588076,0.5106400903127275
149,0.3333333333333333,0.25,0.6376953125,0.7685546875,0.3720703125,0.7275390625,0.4091796875,0.3486328125,0.8603515625,0.7197265625,0.047851562500000056,0.5205078125,0.6767578125,0.3271484375,0.21386718749999997,0.02415921956053977,0.550179057395619
150,0.3333333333333333,0.25,0.23535156249999997,0.6943359375,0.8349609374999999,0.1318359375,0.5439453125,0.4638671875,0.11621093750000006,0.3349609375000001,0.7041015625,0.43847656250000006,0.2353515625,0.6904296875,0.32128906249999994,0.10986551731807115,0.5234177291478431
151,0.3333333333333333,0.25,0.5009765625,0.4736328125,0.6943359375,0.5166015625,0.4462890625,0.5029296874999999,0.6708984375,0.7255859375000001,0.6162109375,0.5908203125,0.7958984375,0.3955078125,0.7998046875,0.05646797840958731,0.550475494639009
152,0.3333333333333333,0.25,0.0966796875,0.6357421875000001,0.3603515625,0.5751953125,0.9521484375,0.0869140625,0.5107421875,0.22363281250000006,0.2177734375000001,0.2607421875,0.4267578125,0.5947265625,0.7529296874999999,0.020053489212582116,0.547781930773457
153,0.3333333333333333,0.25,0.8564453125000001,0.4638671875,0.9794921875,0.3701171875,0.4521484375,0.5615234375,0.8662109375,0.21386718750000006,0.6044921875,0.46972656250000006,0.0712890625,0.8056640625,0.06152343749999999,0.10424646260460922,0.5195968383750321
154,0.3333333333333333,0.25,0.39941406250000006,0.5712890625000001,0.9892578125,0.0810546875,0.4580078125,0.2607421875,0.8076171875,0.32128906250000006,0.030273437500000083,0.5107421875,0.0087890625,0.0146484375,0.1455078125,0.16912542769424077,0.5123926897623866
155,0.3333333333333333,0.25,0.0244140625,0.9931640625,0.9091796874999999,0.6162109375,0.6142578125,0.7607421874999999,0.8134765625000001,0.6259765625,0.9306640625000001,0.5947265625,0.7900390625,0.2998046875,0.4267578125,0.07502313852355269,0.5374319278395526
156,0.3333333333333333,0.25,0.7685546875,0.5166015625,0.0029296875000000043,0.7705078125,0.5751953125,0.13574218749999997,0.9501953125000004,0.45800781250000006,0.7568359375,0.3974609375,0.8798828125,0.7314453125,0.6611328125,0.060842626368395,0.5874655689451925
157,0.3333333333333333,0.25,0.6708984375,0.9384765625,0.7138671874999999,0.1669921875,0.1845703125,0.4423828125,0.038085937500000056,0.5654296875,0.09667968750000006,0.12792968750000008,0.2724609375,0.3330078125,0.1162109375,0.12602422417189962,0.5189557571916086
159,0.3333333333333333,0.25,0.6865234375,0.8037109375000001,0.10644531249999997,0.0224609375,0.2861328125,0.0341796875,0.018554687500000056,0.6650390625,0.10644531250000006,0.14355468750000003,0.2490234375,0.2119140625,0.6044921875,0.2062990353465419,0.5201400185666746
160,0.3333333333333333,0.25,0.3642578125,0.3369140625,0.2216796875,0.2451171875,0.6904296875,0.6865234375,0.1416015625,0.10058593750000011,0.06542968750000003,0.1591796875000001,0.2255859375,0.7412109375,0.7041015624999999,0.18193310560332424,0.5223815468737237
161,0.3333333333333333,0.25,0.1025390625,0.6474609375,0.6162109374999999,0.6357421875,0.1982421875,0.4794921875,0.16308593750000003,0.7509765625,0.3095703125,0.4755859375,0.0986328125,0.1865234375,0.8251953125,0.11885610535100694,0.5277109108301119
162,0.3333333333333333,0.25,0.7919921875,0.6064453125,0.2705078125,0.0302734375,0.8349609375,0.3837890625,0.06152343750000011,0.3388671875,0.6181640625,0.8662109375,0.6318359375,0.0107421875,0.7470703125,0.13489790188853923,0.5314360667842769
163,0.3333333333333333,0.25,0.2275390625,0.40332031250000006,0.8935546875,0.0927734375,0.0869140625,0.3173828125,0.3876953125,0.17675781250000008,0.028320312500000056,0.7744140625000001,0.8427734375,0.7177734375,0.5517578125,0.11860272941191038,0.537408269426051
164,0.3333333333333333,0.25,0.5341796875000001,0.3291015625,0.7802734375,0.5029296875,0.2958984375,0.2412109375,0.6474609375000001,0.7666015625,0.2470703125000001,0.39941406250000006,0.8154296875,0.9951171875,0.5947265625,0.06314388229515923,0.5674327156722365
166,0.3333333333333333,0.25,0.014648437500000016,0.6708984375,0.10839843749999997,0.9345703125,0.4990234375,0.6904296875,0.30175781250000006,0.9912109375,0.6865234375000001,0.1806640625,0.6826171875,0.0810546875,0.23144531249999997,0.060292675404305,0.5421503364502696
167,0.3333333333333333,0.25,0.6259765625,0.6025390625,0.9931640625,0.4951171875,0.9755859375,0.7548828125,0.4072265625,0.5146484375,0.8447265625,0.1982421875000001,0.7041015625,0.4638671875,0.2958984375,0.08328283077389308,0.5322973951226437
169,0.3333333333333333,0.25,0.7607421875,0.9580078125000001,0.5400390625,0.7900390625,0.0927734375,0.4072265625,0.7861328125,0.5263671875,0.6474609375000001,0.7353515625000001,0.4013671875,0.8330078125,0.36035156249999994,0.02253678384816054,0.5479307979136214
170,0.3333333333333333,0.25,0.5361328125,0.01855468750000001,0.3271484375,0.3330078125,0.1943359375,0.9501953124999999,0.39550781250000006,0.5419921875,0.17480468750000006,0.7919921875,0.6962890625,0.6494140625,0.34082031249999994,0.2522097148216396,0.5145576126971407
