C10Nucleus,C01Nucleus,C10Annulus,K1Annulus,K2Annulus,Kappa,K1Circ,K2Circ,K1Rad,K2Rad,FiberAngle,FiberAngleCirc,FiberAngleRad
0.17466796875,0.0242431640625,0.069951171875,23.2509765625,188.681640625,0.291650390625,-0.1103515625,-0.1947265625,-0.1158203125,-0.1013671875,31.1865234375,0.19599609375,0.0634765625
0.09943359375,0.0335595703125,0.227626953125,49.0908203125,53.232421875,0.160810546875,-0.0794921875,-0.1955078125,-0.1384765625,-0.1822265625,17.2119140625,0.15205078125,0.1064453125
0.04599609375,0.0170361328125,0.372353515625,9.4697265625,191.279296875,0.057041015625,-0.0283203125,-0.1302734375,-0.1966796875,-0.0798828125,25.2978515625,0.22353515625,0.1720703125
0.06427734375,0.0119384765625,0.071474609375,4.2060546875,167.158203125,0.218173828125,-0.00761718750000001,-0.0197265625,-0.0716796875,-0.0533203125,18.1787109375,0.22529296875,0.0638671875
0.16341796875,0.0320654296875,0.331220703125,33.8740234375,54.345703125,0.206572265625,-0.1177734375,-0.1060546875,-0.0349609375,-0.0822265625,36.5478515625,0.21767578125,0.0669921875
0.14162109375,0.0317138671875,0.414248046875,5.6416015625,167.529296875,0.295517578125,-0.1162109375,-0.0599609375,-0.0388671875,-0.0814453125,32.6806640625,0.18544921875,0.1677734375
0.05232421875,0.0312744140625,0.088994140625,15.5947265625,80.693359375,0.160166015625,-0.1146484375,-0.0802734375,-0.1216796875,-0.0271484375,33.9111328125,0.19658203125,0.0052734375
0.20349609375,0.0151904296875,0.129365234375,45.2626953125,93.310546875,0.242666015625,-0.0904296875,-0.0865234375,-0.1720703125,-0.1400390625,36.2841796875,0.03486328125,0.1916015625
0.19224609375,0.0265283203125,0.337314453125,45.5498046875,110.009765625,0.194970703125,-0.1419921875,-0.1548828125,-0.00957031250000001,-0.1763671875,51.1376953125,0.18486328125,0.0650390625
0.11560546875,0.0190576171875,0.132412109375,28.4189453125,149.716796875,0.093134765625,-0.0876953125,-0.1244140625,-0.1736328125,-0.1208984375,30.9228515625,0.14853515625,0.0193359375
0.09837890625,0.0144873046875,0.327412109375,41.7216796875,184.599609375,0.117626953125,-0.0306640625,-0.0470703125,-0.1419921875,-0.0955078125,37.7783203125,0.15498046875,0.0279296875
0.09697265625,0.0311865234375,0.349501953125,29.5673828125,22.060546875,0.303896484375,-0.1892578125,-0.0791015625,-0.0771484375,-0.1541015625,39.2724609375,0.09580078125,0.1013671875
0.06251953125,0.0458642578125,0.373115234375,4.1103515625,137.470703125,0.267158203125,-0.0931640625,-0.0462890625,-0.1240234375,-0.1236328125,41.7333984375,0.10986328125,0.0833984375
0.18732421875,0.0453369140625,0.441669921875,8.4169921875,59.912109375,0.140830078125,-0.0583984375,-0.0810546875,-0.1853515625,-0.0490234375,48.5888671875,0.05244140625,0.0099609375
0.05126953125,0.0370751953125,0.233720703125,11.1923828125,12.041015625,0.169189453125,-0.00566406250000001,-0.1802734375,-0.1689453125,-0.0255859375,44.8974609375,0.20947265625,0.1623046875
0.19294921875,0.0376025390625,0.077568359375,45.7412109375,153.798828125,0.196259765625,-0.0302734375,-0.0818359375,-0.00332031250000001,-0.0591796875,47.8857421875,0.05361328125,0.1943359375
0.12755859375,0.0099169921875,0.272568359375,5.9287109375,197.587890625,0.006123046875,-0.0142578125,-0.1490234375,-0.0724609375,-0.1845703125,35.7568359375,0.17373046875,0.1939453125
0.11666015625,0.0139599609375,0.415009765625,7.6513671875,123.369140625,0.119560546875,-0.0412109375,-0.0603515625,-0.1955078125,-0.1435546875,51.2255859375,0.13681640625,0.0048828125
0.06005859375,0.0200244140625,0.229150390625,20.2841796875,171.982421875,0.019658203125,-0.1115234375,-0.1068359375,-0.1548828125,-0.0396484375,9.4775390625,0.29443359375,0.0470703125
0.18521484375,0.0122900390625,0.123271484375,29.9501953125,36.904296875,0.038349609375,-0.000585937499999994,-0.0482421875,-0.1576171875,-0.1310546875,34.6142578125,0.00380859375,0.1611328125
0.08923828125,0.0401513671875,0.273330078125,15.4033203125,180.888671875,0.203994140625,-0.1216796875,-0.0720703125,-0.0279296875,-0.1634765625,41.9091796875,0.29501953125,0.0509765625
0.08150390625,0.0221337890625,0.161357421875,18.7529296875,98.134765625,0.001611328125,-0.1298828125,-0.0486328125,-0.1345703125,-0.1392578125,46.7431640625,0.26630859375,0.0986328125
0.04775390625,0.0340869140625,0.363212890625,4.0146484375,137.841796875,0.231708984375,-0.0728515625,-0.0568359375,-0.1580078125,-0.0048828125,35.5810546875,0.05712890625,0.1423828125
0.18837890625,0.0434912109375,0.293134765625,32.2470703125,95.537109375,0.087978515625,-0.0619140625,-0.0892578125,-0.0267578125,-0.1990234375,9.6533203125,0.28857421875,0.1166015625
0.06216796875,0.0141357421875,0.417294921875,32.7255859375,163.076171875,0.189814453125,-0.0533203125,-0.0533203125,-0.1849609375,-0.1802734375,32.5048828125,0.27041015625,0.0951171875
0.11349609375,0.0267919921875,0.402060546875,41.6259765625,72.158203125,0.033837890625,-0.0392578125,-0.1845703125,-0.0185546875,-0.0919921875,9.2138671875,0.26455078125,0.1244140625
0.12087890625,0.0357568359375,0.411962890625,42.8701171875,175.322265625,0.020947265625,-0.0767578125,-0.0169921875,-0.1033203125,-0.1642578125,22.5732421875,0.29384765625,0.0880859375
0.16974609375,0.0383935546875,0.140791015625,47.3681640625,35.419921875,0.084111328125,-0.0474609375,-0.0794921875,-0.1228515625,-0.1486328125,30.3955078125,0.11630859375,0.1669921875
0.04423828125,0.0382177734375,0.159072265625,48.1337890625,196.845703125,0.280048828125,-0.1654296875,-0.1533203125,-0.1322265625,-0.1861328125,45.1611328125,0.28740234375,0.0919921875
0.13669921875,0.0433154296875,0.268759765625,7.3642578125,11.298828125,0.221396484375,-0.1271484375,-0.1072265625,-0.0458984375,-0.0458984375,41.8212890625,0.06298828125,0.1087890625
0.18802734375,0.0349658203125,0.338076171875,12.6279296875,133.017578125,0.164033203125,-0.0736328125,-0.1904296875,-0.0603515625,-0.1099609375,49.3798828125,0.07412109375,0.0822265625
0.03123046875,0.0329443359375,0.242861328125,37.0322265625,174.951171875,0.289716796875,-0.1462890625,-0.1525390625,-0.000195312499999989,-0.0685546875,30.8349609375,0.28271484375,0.0630859375
0.03369140625,0.0230126953125,0.243623046875,45.9326171875,40.986328125,0.260712890625,-0.1166015625,-0.1349609375,-0.1673828125,-0.1736328125,13.3447265625,0.17490234375,0.0392578125
0.06919921875,0.0347021484375,0.211630859375,28.8017578125,91.083984375,0.147919921875,-0.1615234375,-0.0740234375,-0.0736328125,-0.1791015625,29.6923828125,0.27861328125,0.1728515625
0.07166015625,0.0406787109375,0.082900390625,1.6220703125,192.763671875,0.015791015625,-0.0455078125,-0.1748046875,-0.0537109375,-0.0720703125,40.9423828125,0.04072265625,0.1646484375
0.13951171875,0.0110595703125,0.322080078125,20.4755859375,76.240234375,0.013857421875,-0.1134765625,-0.1724609375,-0.1123046875,-0.1509765625,42.0849609375,0.07294921875,0.1994140625
0.18240234375,0.0413818359375,0.403583984375,25.3564453125,130.048828125,0.256845703125,-0.1826171875,-0.0154296875,-0.0513671875,-0.1544921875,35.4052734375,0.02314453125,0.0615234375
0.15427734375,0.0085986328125,0.405107421875,40.9560546875,186.455078125,0.046728515625,-0.1978515625,-0.0978515625,-0.1830078125,-0.0931640625,37.2509765625,0.23408203125,0.1326171875
0.15322265625,0.0474462890625,0.395205078125,21.2412109375,138.955078125,0.303251953125,-0.1302734375,-0.0248046875,-0.1072265625,-0.1916015625,41.6455078125,0.25283203125,0.1193359375
0.06392578125,0.0228369140625,0.335029296875,11.7666015625,75.869140625,0.142119140625,-0.0087890625,-0.1603515625,-0.1513671875,-0.1025390625,26.5283203125,0.08701171875,0.0896484375
0.20876953125,0.0389208984375,0.287802734375,41.4345703125,148.974609375,0.234287109375,-0.0896484375,-0.0501953125,-0.1681640625,-0.0162109375,22.1337890625,0.16669921875,0.1037109375
0.08642578125,0.0303955078125,0.400537109375,48.8037109375,61.767578125,0.188525390625,-0.1693359375,-0.1763671875,-0.0419921875,-0.0939453125,41.1181640625,0.27744140625,0.0482421875
0.04037109375,0.0185302734375,0.399013671875,7.2685546875,186.826171875,0.178857421875,-0.0216796875,-0.1498046875,-0.00839843749999999,-0.1740234375,14.0478515625,0.17021484375,0.0376953125
0.08255859375,0.0199365234375,0.202490234375,14.0634765625,145.263671875,0.019013671875,-0.0251953125,-0.1873046875,-0.0517578125,-0.0564453125,8.0712890625,0.06591796875,0.1986328125
0.06287109375,0.0282861328125,0.429482421875,34.8310546875,183.115234375,0.022880859375,-0.0490234375,-0.0962890625,-0.1185546875,-0.0294921875,49.6435546875,0.05419921875,0.0263671875
0.12720703125,0.0305712890625,0.198681640625,12.9150390625,32.822265625,0.157587890625,-0.1091796875,-0.0388671875,-0.0154296875,-0.1654296875,51.0498046875,0.08466796875,0.1662109375
0.11103515625,0.0327685546875,0.422626953125,44.9755859375,32.080078125,0.135673828125,-0.1595703125,-0.1861328125,-0.0451171875,-0.1021484375,29.6044921875,0.03779296875,0.1802734375
0.07341796875,0.0455126953125,0.321318359375,22.7724609375,159.365234375,0.005478515625,-0.0287109375,-0.0294921875,-0.1708984375,-0.1169921875,9.7412109375,0.19892578125,0.1705078125
0.12509765625,0.0277587890625,0.357880859375,10.0439453125,49.150390625,0.179501953125,-0.0603515625,-0.1439453125,-0.0443359375,-0.0896484375,20.8154296875,0.19072265625,0.1865234375
0.10576171875,0.0429638671875,0.316748046875,42.2958984375,53.603515625,0.142763671875,-0.0181640625,-0.0958984375,-0.1392578125,-0.0306640625,47.2705078125,0.08291015625,0.1251953125
0.06955078125,0.0109716796875,0.338837890625,29.2802734375,74.384765625,0.040283203125,-0.0951171875,-0.0216796875,-0.0814453125,-0.0603515625,42.9638671875,0.01025390625,0.1509765625
0.09802734375,0.0492041015625,0.068427734375,42.3916015625,124.853515625,0.163388671875,-0.1173828125,-0.1369140625,-0.0126953125,-0.0138671875,29.1650390625,0.28095703125,0.0931640625
0.13177734375,0.0434033203125,0.082138671875,36.2666015625,43.955078125,0.009990234375,-0.1623046875,-0.1419921875,-0.1107421875,-0.1458984375,28.1982421875,0.18369140625,0.0935546875
0.05794921875,0.0367236328125,0.398251953125,17.5087890625,92.939453125,0.254912109375,-0.1619140625,-0.1400390625,-0.1404296875,-0.0599609375,22.4853515625,0.04130859375,0.1701171875
0.10330078125,0.0322412109375,0.380732421875,39.2333984375,170.498046875,0.213017578125,-0.1248046875,-0.1974609375,-0.0314453125,-0.1591796875,46.3916015625,0.29091796875,0.0552734375
0.11912109375,0.0120263671875,0.364736328125,16.1689453125,13.154296875,0.267802734375,-0.1580078125,-0.0896484375,-0.1333984375,-0.1970703125,51.4892578125,0.08408203125,0.0072265625
0.07552734375,0.0342626953125,0.127080078125,34.1611328125,48.408203125,0.271025390625,-0.0708984375,-0.1708984375,-0.1005859375,-0.0732421875,43.4033203125,0.00732421875,0.1126953125
0.17185546875,0.0418212890625,0.434052734375,47.4638671875,114.091796875,0.021591796875,-0.1837890625,-0.1888671875,-0.1970703125,-0.0259765625,22.3095703125,0.10869140625,0.1884765625
0.20173828125,0.0171240234375,0.294658203125,47.1767578125,110.751953125,0.309697265625,-0.1181640625,-0.0220703125,-0.0595703125,-0.0970703125,12.4658203125,0.07939453125,0.0423828125
0.13283203125,0.0215185546875,0.150693359375,2.9619140625,189.052734375,0.000966796875,-0.0798828125,-0.0763671875,-0.0986328125,-0.0619140625,37.3388671875,0.22880859375,0.1162109375
0.18978515625,0.0397119140625,0.433291015625,1.0478515625,74.755859375,0.280693359375,-0.00917968750000001,-0.1919921875,-0.00410156249999999,-0.1193359375,24.5068359375,0.15322265625,0.0091796875
0.13142578125,0.0314501953125,0.187255859375,14.3505859375,44.326171875,0.172412109375,-0.0599609375,-0.0521484375,-0.1814453125,-0.1724609375,23.1884765625,0.06650390625,0.0416015625
0.20701171875,0.0489404296875,0.347216796875,31.2900390625,189.794921875,0.049951171875,-0.1025390625,-0.1107421875,-0.1837890625,-0.0373046875,49.8193359375,0.15849609375,0.1287109375
0.10470703125,0.0194970703125,0.427197265625,24.4951171875,149.345703125,0.095068359375,-0.1322265625,-0.0291015625,-0.1755859375,-0.000585937499999994,13.4326171875,0.04716796875,0.0755859375
0.05654296875,0.0482373046875,0.342646484375,20.7626953125,137.099609375,0.066064453125,-0.1005859375,-0.0298828125,-0.1115234375,-0.1806640625,10.9716796875,0.26162109375,0.1685546875
0.19119140625,0.0209912109375,0.371591796875,21.0498046875,199.814453125,0.038994140625,-0.1357421875,-0.0767578125,-0.0587890625,-0.1080078125,43.6669921875,0.21240234375,0.1404296875
0.04072265625,0.0309228515625,0.136220703125,38.3720703125,104.072265625,0.056396484375,-0.0576171875,-0.1994140625,-0.0564453125,-0.0740234375,26.7919921875,0.00849609375,0.1923828125
0.12861328125,0.0457763671875,0.286279296875,44.1142578125,26.884765625,0.153720703125,-0.0197265625,-0.1115234375,-0.0947265625,-0.0556640625,50.1708984375,0.20830078125,0.0802734375
0.07271484375,0.0350537109375,0.089755859375,47.6552734375,37.646484375,0.105380859375,-0.0158203125,-0.1447265625,-0.0853515625,-0.1880859375,42.1728515625,0.26748046875,0.0017578125
0.18029296875,0.0372509765625,0.397490234375,48.5166015625,130.791015625,0.194326171875,-0.1658203125,-0.0607421875,-0.1591796875,-0.0783203125,32.9443359375,0.11689453125,0.0396484375
0.08291015625,0.0262646484375,0.203251953125,9.9482421875,98.876953125,0.212373046875,-0.1537109375,-0.1138671875,-0.0412109375,-0.0572265625,18.0029296875,0.13564453125,0.1751953125
0.17431640625,0.0114111328125,0.231435546875,32.3427734375,33.564453125,0.166611328125,-0.0525390625,-0.1236328125,-0.1314453125,-0.1369140625,48.8525390625,0.28447265625,0.0142578125
0.15216796875,0.0278466796875,0.365498046875,36.1708984375,193.134765625,0.004833984375,-0.1830078125,-0.1052734375,-0.1423828125,-0.1619140625,45.3369140625,0.09111328125,0.1150390625
0.03861328125,0.0195849609375,0.396728515625,34.2568359375,61.025390625,0.201416015625,-0.1697265625,-0.1568359375,-0.0478515625,-0.1669921875,16.5087890625,0.26689453125,0.0486328125
0.13564453125,0.0301318359375,0.115654296875,23.6337890625,110.380859375,0.278115234375,-0.1638671875,-0.1818359375,-0.1951171875,-0.1857421875,48.5009765625,0.18251953125,0.1146484375
0.17044921875,0.0493798828125,0.312177734375,47.9423828125,190.537109375,0.107958984375,-0.1822265625,-0.1064453125,-0.0271484375,-0.0384765625,36.4599609375,0.24638671875,0.0330078125
0.18064453125,0.0442822265625,0.167451171875,42.6787109375,82.177734375,0.322587890625,-0.1041015625,-0.0974609375,-0.0798828125,-0.0880859375,33.4716796875,0.06826171875,0.1673828125
0.03158203125,0.0116748046875,0.418818359375,37.5107421875,169.013671875,0.128583984375,-0.1974609375,-0.0509765625,-0.0755859375,-0.1189453125,11.2353515625,0.12216796875,0.0041015625
0.20525390625,0.0505224609375,0.119462890625,42.5830078125,58.798828125,0.144052734375,-0.0845703125,-0.1900390625,-0.0408203125,-0.1111328125,9.8291015625,0.04189453125,0.0373046875
0.16376953125,0.0435791015625,0.191064453125,31.7685546875,105.927734375,0.155654296875,-0.00722656250000001,-0.1384765625,-0.0423828125,-0.1416015625,27.4072265625,0.21884765625,0.1177734375
0.13423828125,0.0344384765625,0.191826171875,26.5048828125,142.666015625,0.093779296875,-0.1751953125,-0.0419921875,-0.1388671875,-0.0357421875,9.3017578125,0.29208984375,0.1228515625
0.13916015625,0.0118505859375,0.228388671875,27.8447265625,129.306640625,0.269736328125,-0.0177734375,-0.000195312499999989,-0.1724609375,-0.0623046875,34.7021484375,0.22470703125,0.0568359375
0.20630859375,0.0504345703125,0.160595703125,23.7294921875,18.349609375,0.260068359375,-0.00527343750000001,-0.1970703125,-0.1759765625,-0.1720703125,24.8583984375,0.07880859375,0.0169921875
0.11138671875,0.0520166015625,0.220009765625,24.1123046875,79.580078125,0.220751953125,-0.1798828125,-0.0158203125,-0.0880859375,-0.0119140625,39.3603515625,0.05185546875,0.1302734375
0.10962890625,0.0107958984375,0.363974609375,9.5654296875,122.255859375,0.232998046875,-0.1400390625,-0.0755859375,-0.1470703125,-0.1384765625,43.8427734375,0.19365234375,0.0458984375
0.04916015625,0.0220458984375,0.259619140625,38.1806640625,29.111328125,0.029326171875,-0.0458984375,-0.1693359375,-0.00800781249999999,-0.1818359375,52.2802734375,0.17958984375,0.0751953125
0.09451171875,0.0428759765625,0.213916015625,37.2236328125,152.685546875,0.108603515625,-0.1572265625,-0.1123046875,-0.1798828125,-0.1728515625,39.7998046875,0.19775390625,0.1962890625
0.07728515625,0.0384814453125,0.295419921875,34.6396484375,190.166015625,0.078310546875,-0.0228515625,-0.1208984375,-0.1298828125,-0.0341796875,29.3408203125,0.14970703125,0.0501953125
0.06498046875,0.0263525390625,0.074521484375,10.6181640625,124.111328125,0.141474609375,-0.0623046875,-0.1958984375,-0.0919921875,-0.0724609375,14.9267578125,0.00791015625,0.0966796875
